GRB	GCN	Telescope
190829A	25558	MASTER-Kislovodsk,SAAO,Tavrida
190829A	25623	2m-robotic-Liverpool
190829A	25555	HMT-0.5m-Dabancheng
190829A	25591	3.6m-Italian-TNG
190829A	25592	2m-Liverpool
190829A	25595	Keck-I-LRIS
190919B	25789	La-silla/2.2m-MPG
190919B	25798	Observatorio-Astronomico-Nacional/60cm-BOOTES-5/JGT,NIWA-Lauder/60cm-BOOTES-3/YA
190919B	25794	Malargue/30cm-FRAM-Auger
190919B	25791	MASTER-GROND
190919B	25795	Swift/UVOT
191004B	25978	Swift/UVOT
191004B	25958	Observatorio-Astronomico-Nacional/COATLI-50cm
191004B	25954	NOT-StanCam
191004B	25960	La-silla/2.2m-MPG
191011A	26002	Swift/UVOT
191011A	25992	La-silla/2.2m-MPG
191011A	26001	1.5m-Harold-Johnson
191011A	26006	MASTER-IAC,Kislovodsk
191019A	26053	Swift/UVOT
191019A	26041	NOT+ALFOSC
191019A	26032	MASTER-Kislovodsk
191019A	26036	TSAO/Zeiss-1000-1m
191019A	26039	NOT+ALFOSC
191019A	26059	Nanshan/0.6m-NEXT
191019A	26062	NOT+ALFOSC
191019A	26098	Zadko
191221B	26566	SSO/iTelescope-T17
191221B	26574	Swift/UVOT
191221B	26567	Swift/UVOT
191221B	26553	Swift/UVOT
191221B	26538	Swift/UVOT
191221B	26536	MASTER-SAAO
191221B	26551	Etelman/0.5m-VIRT
191221B	26565	SSO/iTelescope-T32
191221B	26561	Gingin/Zadko-100cm
191221B	26552	Etelman/0.5m-VIRT
200205B	27004	ESO-New-Technology-SofI
200205B	27006	Swift/UVOT
200522A	27784	NIWA-lauder/60cm-BOOTES-3/YA-robotic
200522A	27783	Swift/UVOT
200522A	28100	8.1m-Gemini-North-GMOS
200522A	28038	Gemini-North-GMOS
200522A	27826	HST
200522A	27789	MASTER-SAAO
200522A	27822	Gemini-North
200524A	27808	Swift/UVOT
200524A	27850	Assy-Turgen/AZT-20-1.5m
200524A	27813	MITSuME-50cm
200524A	27801	**WARNING**
200524A	27802	CrAO/-ZTSh-2.6m
200524A	27803	Devasthal/3.6m-DOT
200524A	27804	0.7m-GIT
200524A	27805	2m-robotic-Liverpool
200524A	27806	ARIES/1.3m-DFOT
200524A	27807	Calar-Alto/2.2m-CAFOS
200524A	27810	Observatorio-de-Javalambre/T80-0.8m
200524A	27814	Lick/0.76m-KAIT
200524A	27817	2m-Liverpool
200524A	27800	0.7m-GIT
200524A	27820	Kitab-ISON-RC-36
200524A	27824	MITSuME-50cm
200524A	27830	Assy-Turgen/AZT-20-1.5m
200524A	27851	SAO-RAS/Zeiss-1.0m
200524A	27821	CrAO/ZTSH-2.6m
200613A	27933	MASTER-Kislovodsk
200613A	27935	Observatorio-de-Javalambre/T80-0.8m
200613A	27937	Kitab-ISON-RC-36,Abastumani/AS-32
200613A	27939	2m-Liverpool
200613A	27943	Xinglong-2.16m
200613A	27949	Xinglong-2.16m
200613A	27958	Abastumani/AS-32
200613A	27944	Swift/UVOT
200613A	27971	Xinglong-2.16m
200613A	27983	Kitab-ISON-RC-36
200613A	27982	SAO-RAS/1m-Zeiss-1000
200613A	27998	2m-Liverpool
200613A	27999	IAO/-2m-HCT
200613A	28000	CrAO/ZTSH-2.6m
200613A	28003	CrAO/ZTSH-2.6m
200613A	29320	La-palma/10.4m-GTC-OSIRIS
200613A	27962	MITSuME-50cm
200613A	27978	Sayan/AZT-33IK-1.5m
200826A	29029	Gemini-North-8m
200826A	28949	Italian-3.6m-TNG
200826A	28727	Gemini-North-8m
200826A	28293	Palomar-48-inch
200826A	28319	Rothberg-at-Large-Binocular
200826A	28306	Kitab-ISON-RC-36
200826A	28285	MASTER-OAFA
200826A	28300	Swift/UVOT
200826A	28312	Happy-jack/4.3m-LDT-LMI
200829A	28315	Swift/UVOT
200829A	28329	Kitab-ISON-RC-36
200829A	28328	SAO-RAS/Zeiss-1000-1m-MMPP
200829A	28324	Nanshan/NEXT-0.6m
200829A	28322	SAO-RAS/Zeiss-1000-1m-MMPP
200829A	28311	Swift/UVOT
200829A	28333	Koshka/Zeiss-1000-1m
200829A	28359	TShAO/Zeiss-1000,Kitab/RC-36,Koshka/Zeiss-1000,CrAO/AZT-11,AbAO/AS-23
200829A	28404	TUBITAK/1.0m-T100
200829A	28330	Nanshan/NEXT-0.6m
200829A	28331	2m-Liverpool
200829A	28338	Swift/UVOT
200829A	28318	C-14SC-0.35m-f/7.3
200829A	28316	Konkoly/0.8m-RC80-robotic
200829A	28309	MASTER-Tavrida
200829A	28308	TSAO/-Zeiss-1000-1m
201014A	28628	CrAO/ZTSH-2.6m
201014A	28644	Swift/UVOT
201014A	28630	IHSM-La-Mayora/-60cm-BOOTES-2/TELMA,Mazagon/0.3m-BOOTES-1B
201014A	28689	Devasthal/3.6m-DOT
201014A	28654	4.3m-LDT-LMI
201014A	28655	Nanshan/NEXT-0.6m
201014A	28685	Mount-Hopkins/MMT-6.5m
201014A	28699	SAO-RAS/1m-Zeiss-1000-MMPP
201014A	28741	IAO/2m-HCT
201014A	28650	Roque-de-los-Muchachos/10.4m-GTC
201015A	28645	Mazagon/0.3m-BOOTES-1B
201015A	28649	La-palma/10.4m-GTC
201015A	28634	MASTER-Tavrida
201015A	28653	Nanshan/NEXT-0.6m
201015A	28637	NOT+ALFOSC
201015A	28661	NOT+ALFOSC
201015A	28656	CrAO/ZTSH-2.6m
201015A	28674	Assy-Turgen-Astrophysical/Nazarbayev-University-Transient
201015A	28662	Swift/UVOT
201015A	28676	Mount-Hopkins/MMT-6.5m
201015A	28673	Sayan/AZT-33IK,Assy-Turgen/AZT-20
201015A	29306	2x8.4m-LBT
201015A	29033	CrAO/ZTSh-2.6m
201015A	28721	SAO-RAO/1m-Zeiss-1000
201015A	28664	La-palma/25cm-FRAM-ORM
201015A	28681	0.7m-GIT
201015A	28680	IAO/2.0m-HCT
201015A	28677	Xinglong-2.16m
201020A	28708	CrAO/ZTSH-2.6m
201020A	28700	MASTER-Tavrida
201020A	28701	Nanshan/NEXT-0.6m
201020A	28703	Assy-Turgen/AZT-20
201020A	28697	MITSuME-50cm
201020A	28711	0.7m-GIT
201020A	28717	La-palma/10.4m-GTC-OSIRIS
201020A	28713	1m-DOAO
201020A	28742	Swift/UVOT
201020A	28737	Etelman/0.5m-VIRT
201020A	28747	0.7m-GIT
201020A	28789	ARIES/1.3m-DFOT
201020B	28772	ARIES/1.3m-DFOT
201020B	28769	Konkoly/0.8m-RC80
201020B	28768	Sayan/AZT-33IK
201020B	28765	La-palma/10.4m-GTC-OSIRIS
201020B	28753	0.7m-GIT
201020B	28725	Sayan/AZT-33IK
201020B	28776	IAO/2.0m-HCT,0.7m-GIT
201020B	28718	MASTER-Tavrida
201020B	28704	MASTER-Tavrida
201020B	28781	ARIES/1.3m-DFOT
201020B	28750	Konkoly/0.8m-RC80-robotic
201020B	28773	0.5m-Osservatorio-Astronomico-Lilio
201020B	29191	Assy/AZT-20,Koshka/Zeiss-1000,Sayan/AZT-33IK,Maidanak/AZT-22
201020B	28743	Swift/UVOT
201021C	28745	Swift/UVOT
201021C	31752	Les-Makes/TAROT-18cm
201024A	28766	La-palma/25cm-FRAM-ORM
201024A	28764	La-palma/10.4m-GTC-OSIRIS
201024A	28763	IHSM-La-Mayora/0.6m-BOOTES-2/TELMA,Observatorio-de-Sierra-Nevada/1.5m-OSN
201024A	28760	MASTER-Tavrida
201024A	28782	Devasthal/1.3m-DFOT
201024A	28771	Etelman/0.5m-VIRT
201024A	28779	MITSuME-50cm
201024A	28774	Swift/UVOT
201103B	28875	Mondy/AZT-33IK,Kitab/RC-36,TSAO/Zeiss-1000
201103B	28861	Yunnan/2.4m-optical
201103B	28854	2.16m-Xinglong
201103B	28846	Nnashan/NEXT-0.6m
201103B	28876	0.7m-GIT
201103B	28880	**WARNING**
201103B	28883	Mondy/AZT-33IK
201103B	28926	SAO-RAS/Zeiss-1000
201103B	29181	Maidanak/AZT-22,Abastumani/AS-32,Terskol/Zeiss-2000
201103B	28863	Yunnan/2.4m-optical
201103B	28862	Assy-Turgen/AZT-20
201103B	28886	CrAO/ZTSh-2.6m
201104B	28871	TSAO/Zeiss-1000-1m
201104B	29198	**WARNING**
201104B	28870	MITSuME-50cm
201104B	28860	Devasthal/1.3m-DFOT
201104B	28856	Kitab-ISON-RC-36
201104B	28852	TSAO/Zeiss-1000-1m
201104B	28827	Swift/UVOT
201104B	28851	Swift/UVOT
201216C	29210	**WARNING**
201216C	29070	La-palma/25cm-FRAM-ORM
201216C	29674	Etelman/0.5m-VIRI
201216C	29071	Swift/UVOT
201221A	29149	La-palma/REM-60cm
201221A	29099	Malargue-30cm-FRAM-Auger
201221A	29098	MASTER-OAFA
201221A	29109	Swift/UVOT
201221D	29142	Mount-Hopkins/MMT-6.5m
201221D	29141	1m-LCO-Sinistro
201221D	29128	4.3m-LDT-LMI
201221D	29125	La-palma/25cm-FRAM-ORM
201221D	29122	MASTER-OAFA
201221D	29118	Nanshan/-NEXT-0.6m-optical
201221D	29117	NOT+ALFOSC
201221D	29311	LBT
201221D	29129	Swift/UVOT
201221D	29148	Devasthal/3.6m-DOT
210116A	29344	La-silla/2.2m-MPG
210204A	29395	MASTER-SAAO
210204A	29490	Devasthal/3.6m-DOT
210204A	29438	Sayan/-AZT-33IK
210204A	29432	ESO-VLT-UT3-(Melipal)
210204A	29414	IAO/2m-HCT
210204A	29417	**WARNING**
210204A	29520	**WARNING**
210204A	29499	**WARNING**
210210A	30200	IAO/2m-HCT
210210A	29502	2.2m-Calar-Alto
210210A	29476	2.2m-Calar-Alto
210210A	29469	other
210210A	29447	MASTER-SAAO
210210A	29461	Palomar-48-inch
210210A	29488	Devasthal/1.3m-DFOT
210210A	29445	MASTER-SAAO
210210A	29457	Swift/UVOT
210222B	31753	Les-makes/TAROT-robotic-18cm
210222B	29569	Devasthal/1.3m-DFOT
210222B	29567	La-silla/REM-60cm
210222B	29565	MITSuME-50cm
210222B	29563	Koshka/Zeiss-1000
210222B	29562	Etelman/0.5m-VIRI
210222B	29557	La-palma/25cm-FRAM-ORM
210222B	29554	MASTER-Kislovodsk
210222B	29552	Paranal/VLT-FORS2
210222B	29558	Lick/0.76m-KAIT
210222B	29549	Liverpool
210222B	29547	Sutherland/LCO-1m-Sinistro
210222B	29546	Mazagon/0.3m-BOOTES-1B-robotic
210222B	29559	Swift/UVOT
210222B	29551	Nanshan/-NEXT-0.6m-optical
210312B	29716	OSN/1.5m-T150,OSN/0.9m-T90
210312B	29651	Astronomical-Institute-Ondrejov/D50-robotic
210312B	29652	MASTER-Kislovodsk,Tunka
210312B	29655	La-palma/10.4m-GTC-OSIRIS
210321A	29687	Xinglong-GWAC-F60A
210321A	29685	La-palma/10.4m-GTC-OSIRIS
210321A	29684	2.56m-NOT+ALFOSC
210321A	29683	MASTER-Tavrida
210321A	29725	OSN/1.5m-T150
210321A	29697	Swift/UVOT
210321A	29679	Swift/UVOT
210321A	29689	Sayan/AZT-33IK
210321A	29692	CrAO/AZT-8
210411C	29803	Lijiang/-0.6m-BOOTES-4/MET
210411C	29808	La-silla/ESO-New-Technology-(NTT)-EFOSC2
210411C	29804	MASTER-OAFA
210411C	29811	Swift/UVOT
210420B	29895	Simeiz/Zeiss-1m
210420B	29901	Assy-Turgen/AZT-20
210420B	29894	Koshka/Zeiss-1000
210420B	29890	Tautenburg-1.34m-Schmidt
210420B	30263	Astronomical-Institute-Ondrejov/D50
210420B	29883	Konkoly/0.8m-RC80-robotic
210420B	29866	Astronomical-Institute-Ondrejov/-D50
210420B	29864	1.5m-Harold-Johnson
210420B	29863	Tautenburg-1.34m-Schmidt
210420B	29847	Lijiang/0.6m-BOOTES-4/MET
210420B	29853	La-palma/10.4m-GTC-OSIRIS
210420B	29852	La-palma/NOT+ALFOSC
210420B	29851	Montarrenti-0.53m-RC
210420B	29848	YaoAn-Astronomy-Observation/Antarctic-Survey
210420B	29846	Hankasalmi/0.4m-RC
210420B	29845	MASTER-Kislovodsk
210420B	29862	Swift/UVOT
210420B	29861	Lick/0.76m-KAIT
210504A	29946	4.3m-LDT-LMI
210504A	29937	NOT+ALFOSC
210504A	29936	MITSuME-50cm
210504A	29932	Lijiang/0.6m-BOOTES-4/MET-robotic
210504A	29933	Swift/UVOT
210504A	29934	YaoAn-Astronomy-Observation/Antarctic-Survey
210517A	30033	MASTER-OAFA
210517A	30057	DeepSkyChile/0.36m-KCT
210517A	30040	Swift/UVOT
210610A	30229	SAO-RAS/Zeiss-1000-1m
210610A	30214	CrAO/ZTSH-2.6m
210610A	30213	CrAO/ZTSH-2.6m
210610A	30212	CrAO/ZTSH-2.6m
210610A	30211	Calar-Alto/-2.2m-CAFOS
210610A	30203	Lick/0.76m-KAIT
210610A	30232	Calar-Alto/2.2m-CAFOS
210610A	30169	Ishigakijima-Astronomical-Observatory/105cm-Murikabushi
210610A	30168	Sutherland/0.6m-MeerLICHT
210610A	30166	MASTER-SAAO
210610A	30163	0.7m-GIT
210610A	30162	Xinglong/-2.16m-optical-BFOSC
210610A	30161	MITSuME-50cm
210610A	30185	Granada/1.5m-OSN
210610A	30775	Maidanak/AZT-22,Abastumani/AS-32
210610A	30191	1.5m-Harold-Johnson
210610A	30246	Swift/UVOT
210610B	30177	IHSM-La-Mayora-60cm-BOOTES-2/TELMA-robotic
210610B	30226	Simeiz/-Zeiss-1m
210610B	30227	Lick/0.76m-KAIT
210610B	30228	Burke-Gaffney/0.61m-f/6.5,Abbey-Ridge/0.355m-f/6.2
210610B	30230	SAO-RAS-1m-Zeiss-1000
210610B	30231	**WARNING**
210610B	30243	Abastumani/AS-32
210610B	30245	CrAO/ZTSH-2.6m
210610B	30316	Cintegabelle/T-CAT-0.4meter-f/4-Newton
210610B	30614	Assy-Turgen/AZT-20
210610B	30988	Sintesz-Newton-350mm-f/5
210610B	30178	CrAO/ZTSh-2.6m
210610B	30247	Swift/UVOT
210610B	30221	Kitt-Peak/SARA-0.9m-optical
210610B	30220	MITSuME-50cm
210610B	30238	La-silla/REM-60cm-robotic
210610B	30215	CrAO/ZTSH-2.6m
210610B	30176	**WARNING**
210610B	30216	2m-robotic-Liverpool
210610B	30180	Sutherland/0.6m-MeerLICHT
210610B	30175	CrAO/-ZTSh-2.6m
210610B	30181	iTelescope-T18
210610B	30182	NOT+ALFOSC
210610B	30187	SAO-RAS/Zeiss-1000-1m
210610B	30174	0.7m-GIT
210610B	30194	La-palma/10.4m-GTC-OSIRIS
210610B	30204	Lick/0.76m-KAIT
210610B	30205	0.28m-f7-SCT
210610B	30190	1.5m-Harold-Johnson
210610B	30198	University_of_Siena-Observatory/0.3m
210610B	30201	IAO/2m-HCT
210619B	30265	iTelescope-T18
210619B	30278	Swift/UVOT
210619B	30791	Maidanak/AZT-22,Assy-Turgen/AZT-20
210619B	30343	Sayan/1.6m-AZT-33IK
210619B	30338	2.2m-Calar-Alto
210619B	30320	Konkoly/RC80-robotic
210619B	30309	SAO-RAS-1m
210619B	30268	Kitt-Peak/SARA-0.9m-optical
210619B	30303	SAO-RAS-1m
210619B	30299	Abastumani/AS-32
210619B	30293	Granada/1.5m-OSN
210619B	30305	0.355m-f/6.2-Schmidt-Cassegrain
210619B	30291	SAO-RAS/Zeiss-1000-1m
210619B	30271	2m-robotic-Liverpool
210619B	30272	La-palma/10.4m-GTC-OSIRIS
210619B	30273	Lick/0.76m-KAIT
210619B	30292	iTelescope-T18
210619B	30274	2m-Liverpool
210619B	30275	2.2m-Calar-Alto
210619B	30294	NOT-StanCam
210619B	30280	2.0m-Liverpool
210619B	30283	Mikhail-Pavlinsky-ART-XC
210619B	30290	Palomar/60-inch
210619B	30286	0.7m-GIT
210619B	30288	La-silla/REM-60cm-robotic
210619B	30289	Italian-3.6m-TNG
210619B	30277	Xinglong-TNT
210702A	30367	Swift/UVOT
210702A	30357	Swift/UVOT
210702A	30355	Swift/UVOT
210702A	30354	Sutherland/-0.6m-MeerLICHT
210702A	30353	MASTER-SAAO
210702A	30356	Swift/UVOT
210702A	30364	iTelescope-T17
210722A	30476	Swift/UVOT
210722A	30482	Swift/UVOT
210722A	31754	Les-Makes/TAROT-18cm
210722A	30492	Astronomical-Institute-Ondrejov/D50
210722A	30478	Assy-Turgen/AZT-20
210722A	30480	MASTER-Tavrida
210722A	30481	0.7m-GIT
210722A	30484	1.5m-Harold-Johnson
210722A	30487	La-palma/10.4m-GTC-OSIRIS
210722A	30488	Kitab-ISON-RC-36
210722A	30494	Assy-Turgen/AZT-20
210722A	30504	Nanshan/NEXT-0.6m
210722A	30505	Assy-Turgen//AZT-20
210731A	30572	Swift/UVOT
210731A	30570	Sutherland/0.6m-MeerLICHT
210731A	30574	La-silla/2.2m-MPG
210731A	30578	MASTER=OAFA
210731A	30582	Lick.0.76m-KAIT
210731A	30584	La-silla/2.2m-MPG
210822A	30723	Calar-alto/2.2m-CAHA
210822A	30703	La-silla/2.2m-MPG
210822A	30710	Swift/UVOT
210822A	30701	0.355m-f/6.2-Schmidt-Cassegrain
210822A	30684	Nanshan/NEXT-0.6m
210822A	30681	MASTER-SAAO
210822A	30679	Lick/0.76m-KAIT
210822A	30680	1.5m-Harold-Johnson
210822A	30714	TSAO/Zeiss-1000
210822A	30712	TSAO/Zeiss-1000
210905A	30781	La-silla/2.2m-MPG
210905A	30772	La-silla/REM-60cm-robotic
210905A	30766	MASTER-SAAO
210905A	30785	Swift/UVOT
211023A	31098	Terskol/Zeiss-2000,Terskol/Zeiss-600,Sayan/AZT-33IK,Assy-Turgen/AZT-20,CrAO/ZTSh-2.6m,AbAO/AS-32,SAO-RAS/Zeiss-1000-1m
211023A	31134	2.16m-optical
211023A	31066	SAO-RAS-1m
211023A	31053	BTA-SAO-RAS
211023A	31042	Ondrejov/20cm-wide-field-SBT
211023A	31041	ARIES/1.3m-DFOT
211023A	31023	ARIES/1.3m-DFOT
211023A	31018	Sayan/AZT-33IK
211023A	31008	Konkoly/RC80-robotic
211023A	31004	Sayan/AZT-33IK
211023A	30990	Sierra-Nevada1.5m-OSN
211023A	30970	MASTER-Kislovodsk
211023A	31596	2x8.4m-LBT
211023A	31020	**WARNING**
211024B	31005	Swift/UVOT
211024B	30984	Nanshan/NEXT-0.6m-optical
211024B	30981	MASTER-Tavrida
211024B	31028	Astronomical-Institute-Ondrejov/D50
211024B	31800	ESO’s-VLT-UT3
211207A	31183	MASTER-Kislovodsk
211207A	31204	Swift/UVOT
220101A	31364	Yunnan/2.4m-optical
220101A	31363	Asiago-Copernico-AFOSC,Schmidt-Robotic
220101A	31361	Konkoly/RC80-robotic
220101A	31358	Calar-Alto/2.2m-CAFOS
220101A	31357	2m-robotic-Liverpool
220101A	31370	Tautenburg-1.34m-Schmidt
220101A	31353	Xinglong-2.16m
220101A	31366	Osservatorio-Astronomico-S.-Di-Giacomo/0.5m
220101A	31360	Swift/UVOT
220101A	31401	Swift/UVOT
220101A	31356	Meade-16"-ACF-0.40m/f8.0
220101A	31368	Yunnan/2.4m-optical
220101A	31359	NOT+ALFOSC
220101A	31394	ARIES/1.3m-DFOT
220101A	31504	KAO/1.88m
220101A	31471	THSAO/Zeiss-1000,Abastumani/AS-32,Mt.-Terskol/K-800
220101A	31442	ARIES/1.3m-DFOT
220101A	31425	2m-robotic-Liverpool
220101A	31420	SAO-RAS/Zeiss-1000
220101A	31398	Sayan/AZT-33IK
220101A	31395	Italian-3.6m-TNG
220101A	31390	Sayan/AZT-33IK
220101A	31373	Italian-3.6m-TNG
220101A	31388	Calar-Alto/2.2m
220101A	31387	iTelescope-T21,T18
220101A	31384	ARIES/1.3m-DFOT
220107A	31415	Swift/UVOT
220107A	31422	SAO-RAS/Zeiss-1000-1m
220107A	31416	Nanshan/NEXT-0.6m
220107A	31419	Abastumani/AS-32,Mt.-Terskol/K-800
220107A	31403	MASTER-Tavrida
220107A	31413	MITSuME-50cm
220107A	31426	SAO-RAS/Zeiss-1000-1m
220107A	31431	SAO-RAS/Zeiss-1000-1m
220117A	31467	Nanshan/NEXT-0.6m
220117A	31470	MASTER-SAAO
220117A	31488	MITSuME-50cm
220117A	31520	Terskol/Zeiss-2000,Terskol/Zeiss-600,Terskol/K-800,Abastumani/AS-32
220117A	31522	La-silla/2.2m-MPG
220117A	31482	Swift/UVOT
220219B	31736	Mondy-observatory,AS-32
220219B	31628	Assy-Turgen/AZT-20
220219B	31639	Granada/1.5m-OSN
220219B	31643	Mondy/AZT-33IK
220219B	31739	Mt.-Graham/2x8.4m-LBT
220219B	31683	Mondy/AZT-33IK
220521A	32088	Sintesz-Newton-350mm-f/5
220521A	32078	NOT+ALFOSC
220521A	32085	Swift/UVOT
220521A	32079	NOT+ALFOSC
220521A	32107	Algarrobo-Costa/-0.6m-BOOTES-2/TELMA,Calar-Alto/2.2m-CAHA
220521A	32103	ISON-Castelgrande/ORI-22
220521A	32082	SAO-RAS/Zeiss-1000-1m
220521A	32099	Gemini-South-GMOS
220521A	32097	Mount-Hopkins/MMT-6.5m
220521A	32096	La-silla/REM-60cm-robotic
220521A	32087	1.5m-Harold-Johnson
220521A	32101	MITSuME-50cm
220527A	32136	Swift/UVOT
220527A	32138	MITSuME-50cm
220527A	32141	NOT-ALFSOC
220527A	32143	Sutherland/0.6m-wide-field-MeerLICHT
220527A	32144	ESO-VLT-UT3-(Melipal)
220527A	32145	REM-60cm-robotic
220527A	32146	Yaoan-Astronomy-Observation/Antarctic-Survey
220527A	32158	Lick/3m-Shane
220527A	32159	MITSuME-50cm
220627A	32304	La-silla/2.2m-MPG
220627A	32302	Swift/UVOT
220627A	32280	MASTER-SAAO
220627A	32289	Sutherland/0.6m-wide-field-MeerLICHT-optical
220627A	32281	Sutherland/MeerLICHT-0.6m-wide-field-optical
970228	289	KECK-ii-10m
970228	464	KECK-II-10m-LRIS
970508	845	spanish-observatorio-del-teide/0.8m-iac80
971214	702	HST
980329	2796	2.3m-WIRO,USNO's-1m
980329	778	HST
980425	7159	Swift/UVOT
980425	24546	Lick/0.76m-KAIT
980425	7173	MMT-6.5m
980613	777	HST-stis,NOT
990123	307	usnofs-0.2m,usno-1.55m
990510	517	Kitt-peak/3.5m-wiyn
990510	328	las-campanas/1.3m-warsaw
990510	324	(ESO)-VLT-ut1
990510	320	danish-1.54m
990510	319	las-campanas/1.3m-warsaw
990510	318	las-campanas/1.0m-swope
990510	316	las-campanas/1.3m-warsaw
990510	315	mso-50inch
990510	314	Las-campanas/1.0m-swope
990510	313	**WARNING**
990510	310	sutherland-1.0m
990705	1010	ESO-VLT-ut1
990705	377	ESO-NTT-sofi,La-silla/ESO-2.2m
990705	381	ctio-1.5m
990712	403	ESO-8.2m-ANTU
990712	391	las-campanas/100-inch
990712	387	SAAO/1m
990712	388	(ESO)-VLT-ut1
991208	764	KECK-II-10m-ESI
991208	631	USNOFS-1.0m
991208	480	mauna-kea/KECK-II-10m
991208	475	SAO-ras-6m
991208	467	upso-104cm
991208	461	SAO-ras-6m,SAO-ras-1m-(ZEISS-1000)
991208	452	la-palma/2.5m-isaac-newton,calar-alto/2.2m
991208	459	iram-30m
991208	458	MDM-2.4m
991208	456	VATT
991208	454	2.5m-NOT
991208	453	Tautenburg-Schmidt
991208	460	mauna-kea/KECK-II-10m
991216	511	kitt-peak/2.1m-crsp
991216	510	WMKO+KECK-II
991216	499	WISE/1m
991216	498	La-silla/danish-1.5m,La-palma/2.5m-NOT
991216	497	WMKO+KECK-II-10m
991216	496	VLT-ANTU-ESO
991216	494	MDM-2.4m
991216	492	NTT-ESO
991216	488	mcdonald/hobby-eberly
991216	485	CTIO/yale-1m
991216	486	KPNO-0.9m-mosaic
991216	479	mcdonald/0.8m
991216	476	u-hawaii-2.2m
991216	473	**WARNING**
991216	472	MDM-1.3m
991216	469	FLWO-1.2m
991216	468	CTIO/Schmidt,CTIO/yale-1m
991216	466	1.8m-perkins
991216	465	BAO-60/90cm-Schmidt
991216	487	lowell/1.8m-perkins
991216	518	USNOFS-1.0m,usno-ircam-1.55m
